ID,Z_LAMBDA,LAMBDA,Mbar,Mdm,R200_kpc,sigma_v_obs,sigma_v_gpf,ratio,n_members
2688,0.1189000010490417,39.72999954223633,39729999542236.33,2407501264656.7793,72.87207281520446,2573.277826937115,910.4851576652594,0.35382310768556957,24
2716,0.120399996638298,32.81999969482422,32819999694824.22,1842445039394.4084,64.97901603200769,564.4867228194765,874.5045528989508,1.5492030503941867,15
2734,0.1260000020265579,32.880001068115234,32880001068115.234,1847162452433.3904,65.05026659660463,3741.925943580158,874.8410652299444,0.23379432902216224,15
2792,0.1358000040054321,45.27999877929688,45279998779296.88,2891142573291.41,78.81952819076734,1701.8923256066919,936.0425647474682,0.5500010492225395,16
2836,0.1050999984145164,30.76000022888184,30760000228881.84,1682602027765.3513,62.5002547620493,1078.7341248277066,862.6527127784956,0.799689833596649,16
2845,0.1058999970555305,33.779998779296875,33779998779296.875,1918333103510.1958,66.11283257536556,4464.219476328833,879.8327509393165,0.19708546042697037,21
2860,0.1108999997377395,37.810001373291016,37810001373291.016,2246207692638.6167,70.73819972080118,5851.844273063209,901.0045128252474,0.15396932501650581,18
2894,0.1035000011324882,30.6200008392334,30620000839233.4,1671890451460.9192,62.329422916726884,2671.53551554224,861.8252876835822,0.3225954821374172,15
2911,0.1055999994277954,33.81999969482422,33819999694824.22,1921514114555.3245,66.15979435072863,685.7558116168374,880.0522208059513,1.2833317718897816,19
2962,0.3495000004768371,61.18000030517578,61180000305175.78,4406094470840.4375,94.41819024921028,5107.8324801082545,997.9231447313034,0.1953711576520132,12
2979,0.1348000019788742,34.77000045776367,34770000457763.67,1997501503245.8093,67.26866437773329,622.2090920556273,885.206725334118,1.4226836872627666,19
2998,0.1057000011205673,35.08000183105469,35080001831054.688,2022478856880.3328,67.62787658073236,3692.595589592738,886.8652601145366,0.2401739477277419,22
3016,0.1412999927997589,30.5,30500000000000.0,1662724572155.3975,62.18274513456305,2338.635420426039,861.1137334378751,0.36821204618589176,14
3048,0.1213999986648559,34.38999938964844,34389999389648.438,1967005504322.9722,66.8265880262898,2956.3220581163646,883.1580878290595,0.2987354119299736,13
3072,0.1389999985694885,39.130001068115234,39130001068115.234,2356754491957.0825,72.20976021467929,973.6667867836399,907.5610103355568,0.9321063660120795,13
3073,0.1419000029563903,34.83000183105469,34830001831054.688,2002328994063.6472,67.33829026694133,678.748687136905,885.5286236423138,1.3046487461768024,11
3101,0.1120999976992607,34.189998626708984,34189998626708.984,1951008927015.9375,66.59313137835473,5322.344588977129,882.0728494152828,0.16573012789177624,17
3119,0.1340000033378601,34.099998474121094,34099998474121.094,1943822671904.4565,66.48789795126962,4000.929483693248,881.5828982179112,0.2203445228942461,12
3131,0.1328999996185302,36.38999938964844,36389999389648.44,2128998755052.9526,69.13201507440886,852.0706658207713,893.7517980929872,1.0489174594833233,10
3163,0.1368999928236007,32.86000061035156,32860000610351.562,1845589598489.1543,65.02652219162921,4535.944430357403,874.7289470467055,0.19284384111773223,13
3198,0.1004000008106231,39.0099983215332,39009998321533.2,2346642025738.1855,72.07680812860391,2019.5982673661285,906.9720374403049,0.44908537113330865,19
3255,0.100500002503395,33.810001373291016,33810001373291.016,1920718872326.9338,66.14805822974616,4070.869402574441,879.9973825466597,0.21616939663801157,27
3413,0.1552000045776367,32.79999923706055,32799999237060.547,1840873334523.8262,64.95525426749398,5504.716453673237,874.3922768200738,0.15884419918424705,10
3507,0.1176000013947486,30.3799991607666,30379999160766.6,1653573106625.8486,62.03583633116341,691.845748242621,860.4000173919991,1.243629840289585,14
3517,0.1083000004291534,33.150001525878906,33150001525878.906,1868432933535.2585,65.3702458996562,1340.597994628705,876.349511776003,0.6537004495659556,20
3605,0.1184000000357627,31.84000015258789,31840000152587.89,1765886658678.1072,63.80780773412438,5498.262592150119,868.9400476239178,0.15803902288415714,19
3644,0.1345999985933303,31.65999984741211,31659999847412.11,1751926216660.0378,63.59112848963061,661.5680628493401,867.9036901867656,1.3118887366611207,10
3746,0.1155999973416328,32.47999954223633,32479999542236.33,1815778878894.173,64.57428344217962,1999.0069780726249,872.5886899285559,0.4365110775000278,10
3752,0.1028999984264373,30.57999992370605,30579999923706.05,1668833510351.647,62.28055513635334,1455.5793905138726,861.5883384318947,0.591921226727264,20
3801,0.1340000033378601,31.280000686645508,31280000686645.508,1722558561063.5254,63.13207144781152,660.566368366706,865.7008324317067,1.3105433063027552,11
3849,0.1030000001192092,32.2400016784668,32240001678466.797,1797022926525.4846,64.28757151337969,2730.6995887773746,871.2270062176877,0.31904901212797454,23
3875,0.1108999997377395,32.27000045776367,32270000457763.67,1799364301536.4175,64.3234559394649,624.1884418370223,871.3976374463756,1.3960489798269935,19
3942,0.1094999983906745,33.720001220703125,33720001220703.125,1913564714798.24,66.04235266597547,770.6763411673109,879.5031916158425,1.1412095384733054,16
3945,0.1247000023722648,32.2400016784668,32240001678466.797,1797022926525.4846,64.28757151337969,4630.912448775034,871.2270062176877,0.18813290379699235,11
3964,0.1404000073671341,37.29999923706055,37299999237060.55,2203905110465.7593,70.16415200455438,2783.700150023289,898.4241454705846,0.3227445834865038,16
3974,0.1064999997615814,31.43000030517578,31430000305175.78,1734134103608.5105,63.313543144231474,538.4083480887805,866.5728320459124,1.6095085358948027,19
3980,0.1543000042438507,35.13999938964844,35139999389648.438,2027323195315.3423,67.6972515031884,5349.797944082602,887.1849485742092,0.16583522552576443,11
4068,0.1000000014901161,30.40999984741211,30409999847412.11,1655859656203.7952,62.072585843957796,947.5986462027778,860.5786527421021,0.908167879081104,11
4206,0.1367000043392181,32.279998779296875,32279998779296.875,1800144854132.3716,64.33541292872128,2122.082560407373,871.4544801368953,0.41066002633262466,10
4328,0.1352999955415725,30.96999931335449,30969999313354.49,1698705973078.752,62.75592053824036,467.968839723158,863.88842369039,1.846038347770016,14
4380,0.1802999973297119,37.36000061035156,37360000610351.56,2208870038414.9385,70.23185053765125,2739.0178653265025,898.7291264363804,0.3281209435737828,12
4390,0.1366000026464462,33.290000915527344,33290000915527.344,1879489352783.1023,65.53574959764279,912.4179614894259,877.1279423897752,0.9613225291597246,10
4393,0.1298000067472458,30.559999465942383,30559999465942.383,1667305639367.766,62.25611165817886,3448.0798634727353,861.4697741836303,0.24984043534188927,16
4536,0.1360000073909759,30.729999542236328,30729999542236.33,1680304982441.3914,62.46367316652371,743.8381935304695,862.4756473549422,1.159493630276479,10
4664,0.1164999976754188,31.56999969482422,31569999694824.22,1744957881046.2395,63.48260411496467,1187.253969240098,867.383807868685,0.7305798340887873,19
4847,0.1374000012874603,35.13999938964844,35139999389648.438,2027323195315.3423,67.6972515031884,4567.848821792679,887.1849485742092,0.1942237983756276,12
5287,0.1077999994158744,34.34000015258789,34340000152587.89,1963002938506.8655,66.76827600468025,5503.677246846685,882.8872398074071,0.16041769896904012,21
5413,0.1467999964952469,31.309999465942383,31309999465942.383,1724871808753.7556,63.168392201068016,709.7948291829656,865.875483126671,1.2198954508070559,10
5461,0.1345999985933303,31.71999931335449,31719999313354.49,1756576129775.3398,63.663408759442945,4654.111722208605,868.2496423528855,0.1865553932041963,16
6676,0.1334999948740005,32.66999816894531,32669998168945.312,1830666751823.8977,64.80066355936371,617.8951918635157,873.6612047853001,1.4139310619175032,11
9510,0.1379999965429306,30.700000762939453,30700000762939.453,1678008979907.6372,62.42707960994786,2552.0539621442545,862.2984598845023,0.3378841014631183,13
