ID,Z_LAMBDA,LAMBDA,Mbar,Mdm,R200_kpc,sigma_v_obs,sigma_v_gpf,ratio,n_members
2118,0.1150000020861625,35.4900016784668,35490001678466.8,2055649030262.1875,68.1010172102049,3012.061472567799,889.0415600226117,0.29516049659660465,12
2136,0.1181000024080276,35.27000045776367,35270000457763.67,2037831125435.4316,67.84740884000117,1106.3588076988606,887.8762023591923,0.80252102318045,17
2155,0.1116999983787536,37.900001525878906,37900001525878.91,2253696645614.4385,70.83917968991999,1434.482264910218,901.4570892041845,0.6284198217400794,18
2163,0.1316999942064285,46.2400016784668,46240001678466.8,2977320018671.485,79.81797247459971,1605.2745285154306,940.216108450624,0.585704246687414,15
2167,0.1308999955654144,37.0,37000000000000.0,2179129066213.8745,69.82501238940905,1581.1939306030672,896.8935962176957,0.5672255495413018,12
2209,0.1271000057458877,34.91999816894531,34919998168945.312,2009576007570.0337,67.44263257904143,1799.5966346865084,886.010641211749,0.49233846303902035,16
2217,0.1279000043869018,35.90999984741211,35909999847412.11,2089787390871.8408,68.58343436928092,500.6925287096885,891.2509650498698,1.7800364773699968,13
2303,0.1158000007271766,37.34999847412109,37349998474121.086,2208042170912.6865,70.22056831907362,433.5783511751622,898.6783127501927,2.072701070785552,16
2327,0.1057000011205673,34.709999084472656,34709999084472.656,1992677343532.288,67.19899041152112,1213.3432118884914,884.8843992137479,0.7292943913507224,18
2342,0.1264999955892563,43.77000045776367,43770000457763.67,2757069484571.391,77.23175747324265,1655.6821851875827,929.3385189474585,0.5613024813951042,15
2346,0.3007999956607818,59.880001068115234,59880001068115.234,4275580218081.281,93.20926141063184,12976.562956602289,993.3601505184628,0.07655032799059133,11
2370,0.1128000020980835,32.36000061035156,32360000610351.562,1806393947524.6555,64.4310337979678,3040.835007406363,871.9088206040424,0.2867333539900689,21
2399,0.1296000033617019,39.02999877929688,39029998779296.88,2348326573813.1304,72.09897815837103,4122.201894999091,907.0702961764953,0.22004509223017943,13
2481,0.1127000004053115,35.93000030517578,35930000305175.78,2091417073520.1624,68.60635078250262,1622.136879187833,891.3556807509361,0.5494947388146539,14
2570,0.1132000014185905,31.030000686645508,31030000686645.508,1703315267260.8848,62.82884240675661,2926.748093426803,864.2403068581896,0.2952902946444865,15
2596,0.1238000020384788,31.440000534057617,31440000534057.617,1734906613241.0054,63.32562923329569,566.272806622116,866.6308526961101,1.5304122722503049,15
2607,0.1479000002145767,35.529998779296875,35529998779296.875,2058893153567.8113,68.14705659302173,621.8370581228668,889.2528292019358,1.430041548000234,10
2633,0.1459999978542328,38.45000076293945,38450000762939.45,2299616593299.4907,71.45420615525822,4035.026429480095,904.2050188461773,0.22408899536320565,10
2637,0.1321000009775161,31.440000534057617,31440000534057.617,1734906613241.0054,63.32562923329569,4803.073029607071,866.6308526961101,0.1804325787582304,11
2658,0.1076000034809112,36.5099983215332,36509998321533.2,2138833994020.4407,69.26870601123082,2247.331054728456,894.3730337730692,0.39797119872093606,16
